Marital_status,Application_mode,Application_order,Course,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Unemployment_rate,Inflation_rate,GDP,Status,Nationality,Attendance
Single,2nd phase - general contingent,3,Communication Design,Secondary education,131.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Services/Retail,120.2,Yes,No,No,Yes,Male,No,18,No,6,6,6,12.833333333333334,6,8,5,11.4,15.5,2.8,-4.06,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,120.0,Unknown,Unknown,Blank,Blank,111.6,No,No,Yes,Yes,Male,Yes,21,No,5,5,5,12.6,5,9,3,12.833333333333334,10.8,1.4,1.74,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,125.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Professional/Scientific,134.1,Yes,No,No,Yes,Male,No,20,No,5,0,0,12.285714285714286,5,0,0,12.2,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Informatics Engineering,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,101.6,No,No,No,Yes,Male,Yes,30,No,5,11,0,12.285714285714286,5,5,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,3rd phase - general contingent,2,Advertising and Marketing Management,Secondary education,121.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Management/Government,111.9,Yes,No,No,Yes,Male,No,19,No,6,6,6,14.166666666666666,6,6,6,14.0,13.9,-0.3,0.79,Graduate,Portuguese,Daytime
Single,Change of institution/course,1,Management,Secondary education,148.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Agriculture/Fishery,118.4,Yes,No,No,Yes,Male,No,30,No,5,7,5,13.4,5,7,4,13.25,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Management,Secondary education,139.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Services/Retail,127.1,Yes,No,No,Yes,Male,Yes,22,No,5,8,5,11.2,5,13,4,11.25,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,3,Animation and Multimedia Design,Secondary education,125.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Military,120.5,Yes,No,No,Yes,Male,No,22,No,6,0,0,12.285714285714286,6,0,0,12.2,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,1,Communication Design,Secondary education,128.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Military,136.1,Yes,No,Yes,No,Male,No,19,No,6,6,6,12.666666666666666,6,8,5,11.8,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,2,Advertising and Marketing Management,Secondary education,132.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Services/Retail,Technical,124.0,Yes,No,No,Yes,Male,No,21,No,5,7,3,12.333333333333334,5,5,4,11.25,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Veterinary Nursing,Secondary education,137.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Services/Retail,Services/Retail,141.6,No,No,No,Yes,Male,No,21,No,5,7,4,12.25,5,7,5,12.0,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Animation and Multimedia Design,Technological specialization course,160.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,160.0,Yes,No,Yes,Yes,Male,Yes,21,No,6,0,0,12.285714285714286,6,0,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Management,Secondary education,120.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Industry/Construction,110.0,No,No,No,Yes,Male,No,27,No,5,13,3,10.75,5,9,3,10.333333333333334,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Change of course,1,Biofuel Production Technologies,Secondary education,134.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Management/Government,Management/Government,100.0,Yes,No,No,Yes,Male,No,32,No,7,7,0,12.285714285714286,7,8,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Advertising and Marketing Management,Other - 11th year of schooling,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Technical,120.0,No,No,Yes,No,Male,No,20,No,6,13,0,12.285714285714286,6,6,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,2,Management,Secondary education,116.0,Basic education 1st cycle (4th/5th year) or equiv.,Secondary Education - 12th Year of Schooling or Eq.,Services/Retail,Technical,124.8,Yes,No,No,Yes,Male,No,20,No,5,9,2,14.333333333333334,5,10,2,12.5,7.6,2.6,0.32,Enrolled,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Equinculture,Technological specialization course,140.0,Higher Education - Master's,Higher Education - Master's,Professional/Scientific,Military,140.0,Yes,No,No,Yes,Male,No,20,No,5,8,2,11.5,5,13,2,11.5,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,3,Animation and Multimedia Design,Secondary education,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,124.3,Yes,No,No,Yes,Male,No,18,No,6,0,0,12.285714285714286,6,0,0,12.2,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Change of course,1,Management,Secondary education,122.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Management/Government,Industry/Construction,118.9,No,No,No,Yes,Male,No,21,No,5,11,2,10.5,5,13,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Secondary education,141.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Machine Operator,130.2,No,No,No,Yes,Male,No,18,No,6,6,6,13.5,6,0,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Agronomy,Secondary education,120.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative,Professional/Scientific,120.0,No,No,No,Yes,Male,No,19,No,6,8,1,11.0,6,8,0,12.2,16.2,0.3,-0.92,Enrolled,Portuguese,Daytime
Facto Union,Holders of other higher courses,1,Communication Design,Higher education - degree,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Industry/Construction,140.0,No,No,No,No,Male,No,30,No,6,6,1,10.0,6,6,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Agronomy,Other - 11th year of schooling,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Management/Government,130.0,No,No,No,Yes,Male,No,29,No,6,8,0,12.285714285714286,6,8,0,12.2,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,2nd phase - general contingent,2,Informatics Engineering,Secondary education,137.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,130.4,Yes,No,Yes,Yes,Male,No,18,No,5,10,1,12.0,5,7,3,10.666666666666666,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,2,Advertising and Marketing Management,Secondary education,122.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Unskilled Labor,116.1,Yes,No,No,Yes,Male,Yes,18,No,5,6,4,12.25,5,5,5,12.2,9.4,-0.8,-3.12,Dropout,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Agronomy,Technological specialization course,130.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Technical,Military,130.0,No,No,No,Yes,Male,No,22,No,10,8,5,11.4,7,13,6,11.666666666666666,15.5,2.8,-4.06,Dropout,Portuguese,Daytime
Single,Change of course,2,Management (evening attendance),Secondary education,140.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Services/Retail,Services/Retail,124.3,Yes,No,No,No,Male,No,27,No,5,5,0,12.285714285714286,5,5,0,12.2,12.7,3.7,-1.7,Dropout,Portuguese,Evening
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Secondary education,125.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Industry/Construction,125.0,Yes,No,No,Yes,Male,No,20,No,6,8,4,14.25,6,10,5,14.0,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,Change of institution/course,1,Social Service (evening attendance),Higher education - bachelor's degree,110.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Military,110.0,No,No,No,Yes,Male,No,20,No,6,12,5,14.454545454545457,6,11,10,14.2,11.1,0.6,2.02,Graduate,Portuguese,Evening
Single,1st phase - general contingent,1,Agronomy,Secondary education,133.1,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Administrative,Machine Operator,115.0,No,No,Yes,Yes,Male,No,21,No,6,13,5,14.538461538461538,6,14,12,14.461538461538462,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,Change of course,1,Nursing,Secondary education,132.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Industry/Construction,Industry/Construction,129.6,No,Yes,No,Yes,Male,No,23,No,7,10,6,12.733333333333334,8,10,7,11.95,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,Change of institution/course,1,Communication Design,Secondary education,122.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Labor,Unskilled Labor,128.8,Yes,No,No,Yes,Male,No,21,No,6,13,5,13.2,6,12,4,13.5,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,3,Animation and Multimedia Design,Secondary education,155.0,Higher Education - Master's,Higher Education - Degree,Management/Government,Management/Government,144.2,Yes,No,No,Yes,Male,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Married,Over 23 years old,1,Social Service,Secondary education,120.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Industry/Construction,134.0,No,No,No,Yes,Male,Yes,20,No,6,7,6,12.333333333333334,6,10,4,12.75,8.9,1.4,3.51,Dropout,Portuguese,Daytime
Single,Change of course,1,Management,Secondary education,129.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Services/Retail,112.0,No,No,No,Yes,Male,No,22,No,9,9,5,11.2,9,14,7,11.25,12.7,3.7,-1.7,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,2,Nursing,Secondary education,144.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,128.8,Yes,No,No,Yes,Male,No,19,No,7,7,6,13.2,7,7,6,13.2,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Informatics Engineering,Secondary education,130.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,134.0,No,No,No,Yes,Male,Yes,24,No,5,8,5,11.833333333333334,5,8,4,14.0,12.7,3.7,-1.7,Enrolled,Portuguese,Daytime
Single,1st phase - general contingent,1,Tourism,Secondary education,133.1,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Administrative,125.0,No,No,No,Yes,Male,No,21,No,6,10,5,11.333333333333334,6,14,2,11.5,12.7,3.7,-1.7,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Informatics Engineering,Secondary education,133.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Technical,123.2,Yes,No,No,Yes,Male,No,18,No,5,5,5,13.6,5,6,5,14.6,8.9,1.4,3.51,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,3,Informatics Engineering,Secondary education,131.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Industry/Construction,118.4,No,No,No,Yes,Male,No,18,No,5,10,0,12.285714285714286,5,10,2,11.5,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,Change of institution/course,1,Advertising and Marketing Management,Secondary education,133.1,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Technical,Military,116.2,No,No,No,Yes,Male,No,24,No,6,11,5,12.857142857142858,6,12,5,13.666666666666666,11.1,0.6,2.02,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Informatics Engineering,Secondary education,133.1,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Labor,Technical,123.0,No,No,No,Yes,Male,Yes,28,No,5,16,3,14.333333333333334,5,9,5,12.428571428571429,9.4,-0.8,-3.12,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,1,Advertising and Marketing Management,Secondary education,118.0,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Industry/Construction,Unskilled Labor,113.5,Yes,No,No,Yes,Female,Yes,19,No,6,9,5,13.5,6,6,6,14.0,12.4,0.5,1.79,Graduate,Portuguese,Daytime
Single,Change of institution/course,1,Veterinary Nursing,Higher education - degree (1st cycle),120.0,Higher Education - Degree,Higher Education - Degree,Administrative,Professional/Scientific,125.0,No,No,No,Yes,Female,No,28,No,6,8,6,14.428571428571429,6,12,4,15.6,11.1,0.6,2.02,Enrolled,Portuguese,Daytime
Single,2nd phase - general contingent,3,Basic Education,Secondary education,133.1,Other - 11th Year of Schooling,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Student,134.8,Yes,No,No,Yes,Female,No,18,No,6,12,0,12.285714285714286,6,12,0,12.2,7.6,2.6,0.32,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Animation and Multimedia Design,Secondary education,145.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Technical,149.9,Yes,No,No,No,Female,No,19,No,6,0,0,12.285714285714286,6,0,0,12.2,16.2,0.3,-0.92,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Nursing,Secondary education,125.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Administrative,119.8,Yes,No,No,Yes,Female,Yes,19,No,8,8,8,12.82875,8,8,8,12.82875,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,Change of course,1,Equinculture,Secondary education,125.0,Technological specialization course,Higher Education - Degree,Technical,Professional/Scientific,125.0,Yes,No,No,Yes,Female,No,21,No,5,6,0,12.285714285714286,5,6,4,13.75,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,3,Nursing,Secondary education,148.0,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative,Services/Retail,135.1,Yes,No,Yes,Yes,Female,No,18,No,7,0,0,12.285714285714286,8,0,0,12.2,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,1st phase - general contingent,1,Communication Design,Secondary education,139.0,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Management/Government,Services/Retail,138.3,Yes,No,No,Yes,Female,No,19,No,6,6,6,14.666666666666666,6,6,6,13.166666666666666,9.4,-0.8,-3.12,Graduate,Portuguese,Daytime
Single,2nd phase - general contingent,2,Nursing,Secondary education,130.0,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Industry/Construction,Industry/Construction,122.5,Yes,No,No,Yes,Female,No,19,No,8,8,7,13.937142857142858,8,8,7,13.937142857142858,10.8,1.4,1.74,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,1,Communication Design,Secondary education,148.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Professional/Scientific,Military,148.0,Yes,No,No,Yes,Female,No,20,No,6,12,10,14.7,6,12,12,14.583333333333334,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,1st phase - general contingent,2,Journalism and Communication,Secondary education,130.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Labor,Administrative,126.2,Yes,No,No,Yes,Female,No,18,No,6,6,6,11.666666666666666,6,6,5,12.2,12.7,3.7,-1.7,Graduate,Portuguese,Daytime
Single,Change of course,1,Nursing,Frequency of higher education,134.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,129.8,Yes,No,No,Yes,Female,No,20,No,7,7,6,14.85,7,7,6,14.85,7.6,2.6,0.32,Graduate,Portuguese,Daytime
Single,Over 23 years old,1,Veterinary Nursing,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Industry/Construction,Other,104.0,No,No,No,Yes,Female,No,26,No,5,11,1,12.0,5,12,0,12.2,10.8,1.4,1.74,Dropout,Portuguese,Daytime
Single,3rd phase - general contingent,1,Nursing,Secondary education,137.0,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Technical,Administrative,126.7,Yes,No,No,Yes,Female,No,18,No,7,8,7,13.6875,8,9,8,15.622222222222222,13.9,-0.3,0.79,Dropout,Portuguese,Daytime
Single,Over 23 years old,1,Social Service (evening attendance),Secondary education,130.0,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Labor,Unskilled Labor,120.0,No,No,No,Yes,Female,No,20,No,6,14,5,12.4,6,10,5,11.6,9.4,-0.8,-3.12,Graduate,Portuguese,Evening
Single,1st phase - general contingent,2,Nursing,Secondary education,137.0,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative,Technical,124.6,No,No,No,Yes,Female,No,18,No,7,10,7,13.398,8,8,8,13.5425,15.5,2.8,-4.06,Graduate,Portuguese,Daytime
Single,Technological specialization diploma holders,1,Veterinary Nursing,Secondary education,130.0,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative,Technical,130.0,Yes,No,No,Yes,Female,No,20,No,6,13,5,11.8,6,8,4,12.0,12.4,0.5,1.79,Enrolled,Portuguese,Daytime
